"state","count"
"FL ",612
"VA ",455
"CA ",411
"TX ",196
"KY ",183
"GA ",122
"NC ",116
"PA ",100
"OH ",74
"IA ",73
"AL ",71
"MI ",69
"TN ",61
"NY ",51
"DC ",49
"MS ",49
"MA ",42
"CO ",40
"MD ",40
"CT ",32
"DE ",30
"UT ",29
"ME ",27
"MN ",27
"SC ",23
"NJ ",22
"LA ",20
"AR ",14
"IL ",13
"OR ",12
"IN ",10
"NH ",7
"WA ",6
"MO ",6
"WV ",5
"NE ",5
"AZ ",5
"KS ",4
"NM ",3
"ND ",2
NA,2
"NV ",1
"OK ",1
"VT ",1
"WI ",1
"ID ",1
