"state","count"
"FL ",795
"VA ",456
"CA ",380
"TX ",269
"KY ",234
"GA ",226
"MS ",183
"PA ",179
"IL ",150
"NC ",128
"IA ",110
"AL ",106
"NY ",106
"MI ",103
"OH ",99
"MA ",94
"MD ",73
"TN ",67
"CT ",63
"DC ",54
"LA ",50
"IN ",47
"SC ",43
"DE ",40
"WA ",37
"ME ",36
"NJ ",31
"CO ",28
"WV ",26
"MN ",23
"AZ ",21
"UT ",17
"OR ",14
"MO ",13
"AR ",12
"NH ",9
"OK ",7
"NE ",7
"KS ",5
"NV ",4
"NM ",3
"ND ",2
"WY ",1
"AK ",1
