"state","count"
"CA ",3612
"FL ",2510
"VA ",1898
"GA ",1417
"NC ",894
"MD ",740
"TX ",709
"TN ",524
"AL ",522
"OH ",437
"MI ",387
"PA ",336
"SC ",285
"NY ",274
"KY ",260
"DC ",236
"DE ",232
"MN ",220
"IA ",215
"IL ",198
"CO ",158
"AZ ",151
"LA ",146
"NJ ",143
"IN ",141
"MO ",136
"MS ",132
"CT ",130
"AR ",102
"ME ",67
"NE ",61
"MA ",52
"OK ",51
"UT ",47
"KS ",36
"NH ",35
"NV ",35
"WV ",31
"NM ",28
"WA ",24
"WY ",10
"MSA",9
"OR ",9
"ND ",9
"WI ",7
"RI ",3
NA,2
"AK ",2
"HI ",1
"ID ",1
"SD ",1
