"state","count"
"CA ",3513
"FL ",1516
"IL ",1246
"GA ",895
"PA ",724
"TX ",668
"KY ",611
"VA ",588
"NY ",530
"TN ",503
"NC ",485
"IA ",398
"MI ",375
"MA ",365
"MS ",288
"OH ",281
"AZ ",275
"CT ",244
"MD ",214
"CO ",195
"DC ",165
"LA ",161
"MN ",157
"OR ",139
"IN ",119
"WA ",116
"ME ",116
"AL ",115
"NJ ",100
"AR ",83
"SC ",83
"MO ",82
"DE ",77
"HI ",69
"NE ",66
"NM ",65
"WV ",63
"UT ",57
"NV ",56
"NH ",39
"OK ",26
"KS ",21
"VT ",20
NA,13
"WI ",12
"RI ",5
"AK ",4
"WY ",3
"SD ",3
"ID ",2
"ND ",1
