"state","count"
"FL ",861
"VA ",461
"CA ",418
"TX ",294
"KY ",255
"GA ",194
"PA ",186
"MS ",186
"NC ",134
"NY ",128
"AL ",106
"IA ",89
"MI ",86
"OH ",80
"MA ",74
"WV ",72
"TN ",71
"LA ",68
"MD ",65
"DC ",59
"DE ",56
"CO ",46
"SC ",34
"NJ ",33
"CT ",33
"IN ",32
"ME ",30
"WA ",29
"MN ",26
"UT ",24
"MO ",23
"AZ ",23
"IL ",14
"AR ",10
"OR ",9
"NM ",8
"NH ",7
"OK ",6
"KS ",5
"NV ",5
"ND ",4
NA,4
"NE ",3
"VT ",3
"RI ",2
"AK ",1
"MT ",1
