"state","count"
"CA ",4505
"VA ",1212
"FL ",888
"GA ",687
"CO ",425
"NC ",393
"TX ",330
"MI ",306
"IA ",293
"PA ",239
"TN ",228
"KY ",210
"ME ",202
"OH ",201
"AL ",196
"AR ",148
"UT ",136
"NY ",118
"MD ",114
"DC ",108
"DE ",98
"MN ",90
"CT ",81
"MA ",80
"IL ",77
"NH ",64
"IN ",64
"NJ ",57
"SC ",50
"WA ",42
"NM ",40
"LA ",38
"NE ",33
"MS ",30
"MO ",25
"AZ ",22
"KS ",19
"OK ",15
"NV ",8
"ND ",8
"RI ",7
"OR ",7
"WV ",4
"SD ",3
"MSA",2
"WY ",2
"VT ",2
"AK ",2
"HI ",2
"MT ",1
NA,1
