"state","count"
"CA ",4380
"FL ",1553
"VA ",1182
"KY ",855
"GA ",669
"TX ",633
"NC ",376
"CO ",367
"MI ",366
"IA ",269
"PA ",244
"NY ",243
"TN ",230
"AL ",221
"OH ",205
"ME ",193
"AR ",150
"MD ",116
"DC ",114
"DE ",99
"MN ",93
"UT ",93
"MS ",90
"MA ",81
"IL ",79
"CT ",74
"AZ ",73
"IN ",68
"LA ",63
"NJ ",61
"NM ",56
"NH ",51
"SC ",45
"WA ",39
"NE ",33
"MO ",31
"OR ",23
"NV ",16
"KS ",15
"OK ",13
"WV ",9
"RI ",8
"VT ",8
"ND ",8
"MSA",3
"HI ",3
"SD ",3
"WY ",3
"WI ",2
"MT ",1
"AK ",1
