concept_id
435613
140480
443962
319843
4189343
314054
197494
4252872
4281232
198964
315564
438120
4028237
36715557
133547
4220002
4320944
132797
440693
440069
4100662
4065997
443600
442068
197950
436954
318174
438130
4029776
73001
141663
4195436
4154088
198683
132736
4096099
4030977
43530681
432303
79898
4145220
320741
438452
4186208
441260
439674
4212079
4111409
4263898
4214610
4246395
192242
200171
319845
4336384
133853
4108817
4004672
4237202
4160460
4143110
4151763
432301
198822
443236
441039
4111412
4232337
72410
4147598
138346
4209011
133002
4228164
4346970
4071026
4169102
4340380
442584
4340379
440738
196236
438028
135350
444097
4290877
43530680
4228503
4206425
4001298
134735
4239381
4296450
80482
44782714
4193868
132391
40487064
437899
4080762
436088
436098
4111099
4032277
313219
4245143
443274
40483111
40493038
4028238
133566
4262590
436389
197795
442753
4152384
137077
137648
444418
444363
4111416
4030846
77310
432302
440787
4208980
440379
40479573
40489907
436188
436089
140191
442601
436079
4032799
40483172
4099809
4106878
45766207
40487059
4199541
195901
40489908
40491960
81099
444287
4227902
4030847
434663
435533
4238732
435792
436370
4110937
4216263
45769461
135335
4167984
4095399
438077
373449
432884
4201700
4009329
4078359
134141
440002
4208815
4188413
441833
434015
4107054
141662
434900
132392
4002572
435509
4094087
4277942
40481346
4061735
76508
4119460
4346971
433458
43021844
434916
40491961
72988
437245
36685928
4158911
141666
40479606
40489912
440692
36685929
4069115
4084011
37205080
4344398
37394658
4023947
439672
4201438
4047351
438393
192240
442325
443631
433994
137367
440987
78829
439796
4239812
133570
40489909
441262
4102817
4130215
438411
4200680
4108233
132414
4344376
133003
40483549
4220074
434819
4156770
432621
40486631
138847
4001819
3655084
4197765
433746
4344375
433765
4284844
4308946
4137236
135611
759852
133296
4105930
4111414
763021
40481620
433696
40487616
759853
4100520
4001282
433180
442638
4244582
133956
4271511
4180873
134137
434223
433083
136205
4012113
76504
4264766
46270037
40483847
134454
4028239
132718
4039691
440380
133573
4164432
441272
40486629
433415
4103413
141089
141944
44783003
134738
444038
373172
4067312
442915
40481619
4192127
40493415
4322698
37108588
435563
4122186
73838
4230779
4111413
374335
4104821
136511
200031
40482509
4178114
197493
433935
4193176
439673
40481970
40486059
438732
433919
4056690
4299094
137964
4347296
46270395
40487063
4176464
4111861
4157488
4245840
4031037
43020446
4101256
4332880
45768827
376095
4295722
759860
434921
438306
759859
4241473
4134144
438738
46271951
440891
4199769
4191592
4001627
443867
4196020
4314443
4003303
4108819
439675
4061712
4216493
40480731
440736
438946
4001126
4003139
4265393
440919
434540
375504
40481969
4108805
4002825
4048520
46270393
4155336
132643
443283
4002801
4266078
4012869
4001628
4335394
4310083
432304
4002808
4003138
442914
4027556
3654781
4001965
40481365
440381
4290062
46270394
37117135
4323580
4001124
4198826
443282
443559
4002809
441271
4196024
4203152
37309681
4253056
4066952
4103853
46270433
4166130
46269745
4274180
4009647
4035299
4024296
46273644
4224655
4284414
4331287
4173746
4001115
4151275
4001626
4159524
4176286
4097060
4184438
46270396
4137955
4272033
4029464
765174
4048685
4225116
37110468
759835
4067196
4313135
4159804
4171175
44783946
759836
439223
40480732
4067987
4314247
4084794
4307098
3654783
44782607
4168706
4245766
440307
4311219
4168231
45766087
37110469
3654782
759837
3654784
443930
4147699
36714236
4236877
36685925
4148140
4199244
4338978
40488872
4027854
4132902
4244873
197490
4287644
4203326
4341652
45769824
